initial,day,period,subj1,class1,loc1,subj2,class2,loc2
FYC,2,1,CLP (non-lesson),CLP,SR5,,,
FYC,2,2,CHIS,G7J,G7J,,,
FYC,2,3,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,2,4,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,3,3,CHIN,G8S,G8S,,,
FYC,3,5,CHIN,G11S,G11S,,,
FYC,3,6,CLP (non-lesson),CLP,SR5,,,
FYC,4,1,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,4,3,CHIN,G8S,G8S,,,
FYC,4,5,CHIN,G11S,G11S,,,
FYC,4,6,CHIN,G11S,G11S,,,
FYC,5,2,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,5,5,CHIN,G8S,G8S,,,
FYC,5,6,CHIN,G8S,G8S,,,
FYL,1,1,MACO,G10J,G10J,,,
FYL,1,2,MATH,G7J,G7J,,,
FYL,1,4,MATH,G9J,G9J,,,
FYL,2,1,MACO,G10J,G10J,,,
FYL,2,3,MATH,G9P,G9P,,,
FYL,2,5,MATH,G9J,G9J,,,
FYL,2,6,MATH,G7J,G7J,,,
FYL,3,1,MATH,G9J,G9J,,,
FYL,3,2,MATH,G7J,G7J,,,
FYL,3,3,MATH,G9P,G9P,,,
FYL,3,5,MACO,G10J,G10J,,,
FYL,4,3,MATH,G7J,G7J,,,
FYL,4,4,MATH,G9P,G9P,,,
FYL,4,6,MATH,G9J,G9J,,,
FYL,5,5,MATH,G9P,G9P,,,
FYL,5,6,MACO,G10J,G10J,,,
GY,1,1,MUS,G8J,G8J,,,
GY,1,3,MUS,G8T,G8T,,,
GY,1,4,MUS,G8L,G8L,,,
GY,1,5,MUS,G8D,G8D,,,
GY,2,3,MUS,G7P,MUS,,,
GY,2,5,MUS,G8G,G8G,,,
GY,2,6,MUS,G8A,G8A,,,
GY,3,2,CLP (non-lesson),CLP,GSCC,,,
GY,3,6,MUS,G7D,MUS,,,
GY,4,2,MUS,G7M,MUS,,,
GY,4,4,MUS,G8M,G8M,,,
GY,4,5,MUS,G7J,MUS,,,
GY,4,6,MUS,G8P,G8P,,,
GY,5,2,MUS,G7T,MUS,,,
GY,5,3,MUS,G8S,G8S,,,
HKC,1,1,CHIN,G9P,G9P,,,
HKC,1,2,CHIN,G9P,G9P,,,
HKC,1,5,CHIN,G7L,G7L,,,
HKC,1,6,CHIN,G7L,G7L,,,
HKC,2,1,CLP (non-lesson),CLP,SR5,,,
HKC,2,2,CHIN,G9P,G9P,,,
HKC,2,3,CHIN,G7L,G7L,,,
HKC,2,4,CHIN,G9T,G9T,,,
HKC,2,5,CLP (non-lesson),CLP,SR5,,,
HKC,3,6,PTH,G8S,G8S,,,
HKC,4,1,PTH,G8M,G8M,,,
HKC,4,3,CHIN,G9T,G9T,,,
HKC,4,4,CHIN,G9T,G9T,,,
HKC,4,6,CHIN,G7L,G7L,,,
HKC,5,2,CHIN,G9T,G9T,,,
HKC,5,3,CHIN,G7L,G7L,,,
HKC,5,4,CHIN,G9P,G9P,,,
HKC,5,5,PTH,G8A,G8A,,,
HML,1,2,BIO-Y,G11J,BIO,BIO-Y,G11M,BIO
HML,1,2,BIO-Y,G11S,BIO,BIO-Y,G11T,BIO
HML,1,3,BIO,G11M,BIO,BIO,G11P,BIO
HML,2,4,FIS,G9P,BIO,,,
HML,2,5,BIO-Y,G11J,G11S,BIO-Y,G11M,G11S
HML,2,5,BIO-Y,G11S,G11S,BIO-Y,G11T,G11S
HML,2,6,BIO,G11M,GS,BIO,G11P,GS
HML,3,1,BIO,G9S,GS,,,
HML,3,2,BIO,G11M,G11P,BIO,G11P,G11P
HML,3,3,BIO,G9T,GS,,,
HML,3,6,BIO,G9A,GS,,,
HML,4,3,BIO,G9P,GS,,,
HML,4,4,BIO-Y,G11J,G11S,BIO-Y,G11M,G11S
HML,4,4,BIO-Y,G11S,G11S,BIO-Y,G11T,G11S
HML,4,6,BIO,G9M,GS,,,
HML,5,2,BIO,G11M,BIO,BIO,G11P,BIO
HML,5,4,BIO-Y,G11J,BIO,BIO-Y,G11M,BIO
HML,5,4,BIO-Y,G11S,BIO,BIO-Y,G11T,BIO
HML,5,5,BIO,G9J,GS,,,
HML,5,6,BIO,G9L,GS,,,
HNY,1,1,CHIN,G9D,G9D,,,
HNY,1,2,CHIN,G9D,G9D,,,
HNY,1,3,CHIN,G10M,G10M,CHIN,G10P,G10M
HNY,1,4,CHIN,G10M,G10M,CHIN,G10P,G10M
HNY,2,1,CLP (non-lesson),CLP,SR5,,,
HNY,2,2,CHIN,G9D,G9D,,,
HNY,2,5,CLP (non-lesson),CLP,SR5,,,
HNY,3,1,CHIN,G11T,G11T,,,
HNY,3,2,CHIN,G10M,G10M,CHIN,G10P,G10M
HNY,3,6,CLP (non-lesson),CLP,SR5,,,
HNY,4,2,CHIN,G10M,G10M,CHIN,G10P,G10M
HNY,4,4,PTH,G8J,G8J,,,
HNY,4,5,CHIN,G11T,G11T,,,
HNY,4,6,CHIN,G11T,G11T,,,
HNY,5,1,PTH,G8D,G8D,,,
HNY,5,3,CHIN,G11T,G11T,,,
HNY,5,4,CHIN,G9D,G9D,,,
HNY,5,5,CHIN,G10M,G10M,CHIN,G10P,G10M
HNY,5,6,CLP (non-lesson),CLP,SR5,,,
HYL,1,2,MACO,G10M,SR10B,MACO,G10P,SR10B
HYL,1,3,MAM1,G12D,SR4,MAM1,G12P,SR4
HYL,1,3,MAM1,G12S,SR4,,,
HYL,2,1,MAM1,G12D,SR4,MAM1,G12P,SR4
HYL,2,1,MAM1,G12S,SR4,,,
HYL,2,2,MATH,G7S,G7S,,,
HYL,3,1,MATH,G7S,G7S,,,
HYL,3,3,MAM1,G12D,SR4,MAM1,G12P,SR4
HYL,3,3,MAM1,G12S,SR4,,,
HYL,3,5,MACO,G10M,SR10B,MACO,G10P,SR10B
HYL,4,3,MATH,G7S,G7S,,,
HYL,4,4,MACO,G10M,SR10B,MACO,G10P,SR10B
HYL,4,6,MAM1,G12D,SR4,MAM1,G12P,SR4
HYL,4,6,MAM1,G12S,SR4,,,
HYL,5,1,MACO,G10M,SR10B,MACO,G10P,SR10B
HYL,5,2,MATH,G7S,G7S,,,
HYL,5,6,MAM1,G12D,SR4,MAM1,G12P,SR4
HYL,5,6,MAM1,G12S,SR4,,,
HYT,1,3,CHEM,G11S,CHM,,,
HYT,1,4,CHEM,G11S,CHM,,,
HYT,1,5,CHEM,G10D,CHM,,,
HYT,1,6,CHEM,G10D,CHM,,,
HYT,2,2,CHEM,G9J,IS2,,,
HYT,2,3,FIS,G9J,CHM,,,
HYT,2,5,CHEM,G12M,CHM,,,
HYT,2,6,CHEM,G12M,CHM,,,
HYT,3,2,CHEM,G11S,G11S,,,
HYT,3,3,CHEM,G12M,G12M,,,
HYT,4,2,CHEM,G12S,G12S,,,
HYT,4,5,CHEM,G10D,G10D,,,
HYT,5,2,CHEM,G11S,G11S,,,
HYT,5,3,CHEM,G12S,CHM,,,
HYT,5,4,CHEM,G12S,CHM,,,
HYY,1,2,ENG,G8G,G8G,,,
HYY,1,5,ENG,G9J,G9J,,,
HYY,1,6,ELIT,G8A,G8A,,,
HYY,2,1,ENG,G8G,G8G,,,
HYY,2,3,ENG,G10M,G10M,,,
HYY,3,2,ENG,G9J,G9J,,,
HYY,3,3,ENG,G8G,G8G,,,
HYY,3,5,ELIT,G8G,G8G,,,
HYY,3,6,ENG,G10M,G10M,,,
HYY,4,1,ENG,G10M,G10M,,,
HYY,4,2,ENG,G9J,G9J,,,
HYY,4,4,ELIT,G8A,G8A,,,
HYY,4,6,ELIT,G8G,G8G,,,
HYY,5,1,ENG,G9J,G9J,,,
HYY,5,2,ENG,G10M,G10M,,,
HYY,5,3,ENG,G8G,G8G,,,
IY,1,2,SCJ,G7G,IS1,,,
IY,1,4,SCJ,G7A,IS1,,,
IY,1,5,SCJ,G7P,IS1,,,
IY,1,6,SCJ,G7M,IS1,,,
IY,2,2,SCJ,G7T,IS1,,,
IY,2,3,FIS,G9L,BIO,,,
IY,2,5,SCJ,G7L,IS1,,,
IY,2,6,SCJ,G7S,IS1,,,
IY,3,1,SCJ,G7L,IS1,,,
IY,3,2,SCJ,G7G,IS1,,,
IY,4,3,SCJ,G7M,IS1,,,
IY,4,4,SCJ,G7P,IS1,,,
IY,4,5,SCJ,G7T,IS1,,,
IY,4,6,SCJ,G7A,IS1,,,
IY,5,1,SCJ,G7S,IS1,,,
JC,1,1,GEOG,G7M,G7M,,,
JC,1,2,GEOG,G9L,G9L,,,
JC,1,3,GEOG,G9P,G9P,,,
JC,1,4,LIBS,G8S,G8S,,,
JC,2,1,GEOG,G7J,G7J,,,
JC,2,2,LIBS,G8L,G8L,,,
JC,2,3,GEOG,G7S,G7S,,,
JC,2,5,LIBS,G8J,G8J,,,
JC,3,1,GEOG,G7T,G7T,,,
JC,3,2,GEOG,G7P,G7P,,,
JC,3,3,GEOG,G7A,G7A,,,
JC,4,1,GEOG,G7L,G7L,,,
JC,5,1,GEOG,G9S,G9S,,,
JC,5,3,GEOG,G9T,G9T,,,
JC,5,5,LIBS,G8T,G8T,,,
JC,5,6,GEOG,G9J,G9J,,,
JMS,1,1,FREN,G9D,FR,FREN,G9P,FR
JMS,1,1,FREN,G9A,FR,,,
JMS,1,2,FREN,G9D,FR,FREN,G9P,FR
JMS,1,2,FREN,G9A,FR,,,
JMS,2,2,FREN,G9D,FR,FREN,G9P,FR
JMS,2,2,FREN,G9A,FR,,,
JMS,5,4,FREN,G9D,FR,FREN,G9P,FR
JMS,5,4,FREN,G9A,FR,,,
JYC,1,4,ENG,G9P,G9P,,,
JYC,1,5,ENG,G9T,G9T,,,
JYC,1,6,ENG,G10S,G10S,,,
JYC,3,1,ENG,G9P,G9P,,,
JYC,3,2,ENG,G9T,G9T,,,
JYC,3,5,ENG,G10S,G10S,,,
JYC,4,2,ENG,G9T,G9T,,,
JYC,4,5,ENG,G10S,G10S,,,
JYC,4,6,ENG,G9P,G9P,,,
JYC,5,1,ENG,G9T,G9T,,,
JYC,5,2,ENG,G10S,G10S,,,
JYC,5,3,ENG,G9P,G9P,,,
KAL,1,3,ENG,G9M,G9M,,,
KAL,1,4,ELIT,G8M,G8M,,,
KAL,1,6,ENG,G9A,G9A,,,
KAL,2,1,ENG,G9M,G9M,,,
KAL,2,3,ENG,G9A,G9A,,,
KAL,2,6,ELIT,G9A,G9A,,,
KAL,3,1,ENG,G9M,G9M,,,
KAL,3,3,ELIT,G8M,G8M,,,
KAL,3,5,ENG,G9A,G9A,,,
KAL,3,6,ELIT,G9M,G9M,,,
KAL,4,2,ELIT,G9M,G9M,,,
KAL,4,4,ELIT,G8P,G8P,,,
KAL,5,2,ELIT,G9A,G9A,,,
KAL,5,4,ENG,G9M,G9M,,,
KAL,5,5,ENG,G9A,G9A,,,
KAL,5,6,ELIT,G8P,G8P,,,
KCY,1,1,LIBS,G11P,G11P,,,
KCY,1,2,LIBS,G9J,SR6,LIBS,G9T,SR6
KCY,1,5,LIBS,G12M,G12M,,,
KCY,1,6,LIBS,G9G,G9G,,,
KCY,2,1,LIBS,G11P,G11P,,,
KCY,2,3,LIBS,G11J,SR8,LIBS,G11T,SR8
KCY,2,6,LIBS,G10S,SR10B,,,
KCY,3,1,LIBS,G11P,G11P,,,
KCY,3,2,LIBS,G12M,G12M,,,
KCY,3,5,LIBS,G11J,SR8,LIBS,G11T,SR8
KCY,3,6,LIBS,G10S,SR10B,,,
KCY,4,1,LIBS,G10S,SR10B,,,
KCY,4,6,LIBS,G12M,G12M,,,
KCY,5,1,LIBS,G11J,SR8,LIBS,G11T,SR8
KCY,5,2,LIBS,G12M,G12M,,,
KCY,5,4,LIBS,G10S,SR10B,,,
KIL,1,1,CHIS,G8M,G8M,,,
KIL,1,4,CHIS,G12J,G12T,CHIS,G12P,G12T
KIL,1,4,CHIS,G12T,G12T,,,
KIL,1,5,CHIS,G11J,G11J,CHIS,G11T,G11J
KIL,2,2,CHIS,G11J,G11J,CHIS,G11T,G11J
KIL,2,5,CHIS,G8S,G8S,,,
KIL,2,6,CHIS,G10D,G10J,CHIS,G10J,G10J
KIL,2,6,CHIS,G10P,G10J,CHIS,G10T,G10J
KIL,3,1,CHIS,G8G,G8G,,,
KIL,3,5,CHIS,G12J,G12T,CHIS,G12P,G12T
KIL,3,5,CHIS,G12T,G12T,,,
KIL,4,1,CHIS,G10D,G10J,CHIS,G10J,G10J
KIL,4,1,CHIS,G10P,G10J,CHIS,G10T,G10J
KIL,4,3,CHIS,G11J,G11J,CHIS,G11T,G11J
KIL,5,1,CHIS,G12J,G12T,CHIS,G12P,G12T
KIL,5,1,CHIS,G12T,G12T,,,
KIL,5,2,CHIS,G10D,G10J,CHIS,G10J,G10J
KIL,5,2,CHIS,G10P,G10J,CHIS,G10T,G10J
KIL,5,5,CHIS,G8D,G8D,,,
KIL,5,6,CHIS,G11J,G11J,CHIS,G11T,G11J
KKN,1,5,BIO-X,G11D,BIO,BIO-X,G11J,BIO
KKN,1,5,BIO-X,G11P,BIO,BIO-X,G11T,BIO
KKN,2,1,BIO,G11D,GS,BIO,G11S,GS
KKN,2,2,BIO-X,G11D,G11P,BIO-X,G11J,G11P
KKN,2,2,BIO-X,G11P,G11P,BIO-X,G11T,G11P
KKN,3,6,BIO,G11D,G11D,BIO,G11S,G11D
KKN,4,2,BIO,G11D,BIO,BIO,G11S,BIO
KKN,4,3,BIO-X,G11D,G11P,BIO-X,G11J,G11P
KKN,4,3,BIO-X,G11P,G11P,BIO-X,G11T,G11P
KKN,5,5,BIO,G11D,BIO,BIO,G11S,BIO
KKN,5,6,BIO-X,G11D,BIO,BIO-X,G11J,BIO
KKN,5,6,BIO-X,G11P,BIO,BIO-X,G11T,BIO
KKY,1,1,FIS,G9M,PHY2,,,
KKY,1,3,PHY,G9A,PHY2,,,
KKY,1,4,SCJ,G8J,IS2,,,
KKY,2,1,SCJ,G8S,IS2,,,
KKY,2,3,FIS,G9T,PHY2,,,
KKY,2,4,FIS,G9A,PHY2,,,
KKY,3,2,SCJ,G8P,IS2,,,
KKY,3,5,PHY,G9M,PHY2,,,
KKY,4,1,SCJ,G8L,IS2,,,
KKY,4,2,CL,G8M,MMLC2,,,
KKY,4,5,SCJ,G8S,IS2,,,
KKY,5,3,SCJ,G8P,IS2,,,
KKY,5,4,SCJ,G8L,IS2,,,
KKY,5,5,SCJ,G8J,IS2,,,
KKY,5,6,PHY,G9T,PHY2,,,
KL,1,1,SCJ,G8T,IS2,,,
KL,1,2,SCJ,G8D,IS2,,,
KL,1,4,BIO,G12M,BIO,,,
KL,1,6,BIO-Y,G12J,GS,BIO-Y,G12S,GS
KL,1,6,BIO-Y,G12T,GS,,,
KL,2,2,BIO-Y,G12J,GS,BIO-Y,G12S,GS
KL,2,2,BIO-Y,G12T,GS,,,
KL,2,3,SCJ,G7J,IS1,,,
KL,2,4,SCJ,G7D,IS1,,,
KL,3,5,BIO,G12M,BIO,,,
KL,4,3,SCJ,G8D,IS2,,,
KL,4,4,SCJ,G8T,IS2,,,
KL,4,5,BIO-Y,G12J,GS,BIO-Y,G12S,GS
KL,4,5,BIO-Y,G12T,GS,,,
KL,5,1,BIO,G12M,BIO,,,
KL,5,2,SCJ,G7J,IS1,,,
KL,5,3,SCJ,G7D,IS1,,,
KLA,1,2,PHY,G10D,PHY1,PHY,G10S,PHY1
KLA,2,1,PHY,G11D,PHY1,PHY,G11S,PHY1
KLA,2,3,PHY,G12D,PHY1,,,
KLA,2,6,PHY-X,G10D,PHY2,PHY-X,G10J,PHY2
KLA,2,6,PHY-X,G10P,PHY2,PHY-X,G10T,PHY2
KLA,3,2,PHY,G12D,PHY1,,,
KLA,3,3,PHY,G10D,PHY1,PHY,G10S,PHY1
KLA,3,6,PHY,G11D,PHY1,PHY,G11S,PHY1
KLA,4,1,PHY-X,G10D,PHY1,PHY-X,G10J,PHY1
KLA,4,1,PHY-X,G10P,PHY1,PHY-X,G10T,PHY1
KLA,4,2,PHY,G11D,PHY1,PHY,G11S,PHY1
KLA,4,4,PHY,G10D,PHY2,PHY,G10S,PHY2
KLA,4,5,PHY,G12D,PHY2,,,
KLA,5,2,PHY-X,G10D,PHY1,PHY-X,G10J,PHY1
KLA,5,2,PHY-X,G10P,PHY1,PHY-X,G10T,PHY1
KLA,5,5,PHY,G11D,PHY2,PHY,G11S,PHY2
KLL,1,1,PTH,G8P,G8P,,,
KLL,1,2,CHIN,G12J,SR1,CHIN,G12M,SR1
KLL,1,2,CHIN,G12T,SR1,,,
KLL,1,3,CHIN,G7P,G7P,,,
KLL,2,1,CLP (non-lesson),CLP,SR5,,,
KLL,2,2,CLP (non-lesson),CLP,SR5,,,
KLL,2,3,CHIN,G12J,SR1,CHIN,G12M,SR1
KLL,2,3,CHIN,G12T,SR1,,,
KLL,2,5,CHIN,G7P,G7P,,,
KLL,3,1,CHIN,G7P,G7P,,,
KLL,3,2,PTH,G8T,G8T,,,
KLL,3,3,CHIN,G11M,G11M,,,
KLL,3,6,CLP (non-lesson),CLP,SR5,,,
KLL,4,3,CHIN,G12J,SR1,CHIN,G12M,SR1
KLL,4,3,CHIN,G12T,SR1,,,
KLL,4,4,CHIN,G12J,SR1,CHIN,G12M,SR1
KLL,4,4,CHIN,G12T,SR1,,,
KLL,4,5,CHIN,G11M,G11M,,,
KLL,4,6,CHIN,G11M,G11M,,,
KLL,5,1,CHIN,G11M,G11M,,,
KLL,5,5,CHIN,G7P,G7P,,,
KLL,5,6,CHIN,G7P,G7P,,,
KMN,1,2,I&D,G8J,DLAB,,,
KMN,2,1,I&D,G7P,DLAB,,,
KMN,2,3,I&D,G7T,DLAB,,,
KMN,2,6,I&D,G7L,ILAB,,,
KMN,3,3,I&D,G7M,ILAB,,,
KMN,4,1,D&T,G9D,ILAB,,,
KMN,4,3,I&D,G7G,ILAB,,,
KMN,4,4,I&D,G7A,ILAB,,,
KMN,4,6,I&D,G8S,DLAB,,,
KMN,5,1,I&D,G7D,ILAB,,,
KMN,5,5,D&T,G9T,DLAB,,,
KMW,1,6,ENG,G11J,G11J,,,
KMW,2,2,ENG,G10D,G10D,,,
KMW,2,5,ENG,G12J,SR1,ENG,G12T,SR1
KMW,2,6,ENG,G12J,SR1,ENG,G12T,SR1
KMW,3,1,ENG,G12J,SR1,ENG,G12T,SR1
KMW,3,3,ENG,G11J,G11J,,,
KMW,3,6,ENG,G10D,G10D,,,
KMW,4,1,ENG,G11J,G11J,,,
KMW,4,3,ENG,G10D,G10D,,,
KMW,5,2,ENG,G11J,G11J,,,
KMW,5,4,ENG,G12J,SR1,ENG,G12T,SR1
KMW,5,6,ENG,G10D,G10D,,,
KSL,1,2,MACO,G10M,G10M,MACO,G10P,G10M
KSL,2,3,MACO,G11D,G11P,MACO,G11P,G11P
KSL,2,3,MACO,G11S,G11P,,,
KSL,2,5,MATH,G8M,G8M,,,
KSL,2,6,MATH,G8J,G8J,,,
KSL,3,1,MATH,G8M,G8M,,,
KSL,3,5,MACO,G10M,G10M,MACO,G10P,G10M
KSL,3,6,MATH,G8J,G8J,,,
KSL,4,1,MACO,G11D,G11P,MACO,G11P,G11P
KSL,4,1,MACO,G11S,G11P,,,
KSL,4,4,MACO,G10M,G10M,MACO,G10P,G10M
KSL,4,5,MATH,G8J,G8J,,,
KSL,4,6,MATH,G8M,G8M,,,
KSL,5,1,MACO,G10M,G10M,MACO,G10P,G10M
KSL,5,3,MACO,G11D,G11P,MACO,G11P,G11P
KSL,5,3,MACO,G11S,G11P,,,
KSL,5,4,MATH,G8J,G8J,,,
KSL,5,5,MATH,G8M,G8M,,,
KSN,1,1,FIS,G9G,BIO,,,
KSN,2,1,CHEM,G10S,CHM,,,
KSN,2,2,CHEM,G10S,CHM,,,
KSN,2,5,CHEM,G9M,IS2,,,
KSN,2,6,CHEM,G11D,G11D,,,
KSN,3,1,CHEM,G12P,CHM,,,
KSN,3,2,CHEM,G12P,CHM,,,
KSN,3,3,CHEM,G11D,G11D,,,
KSN,3,6,CHEM,G9G,IS1,,,
KSN,4,1,CHEM,G9A,IS1,,,
KSN,4,2,CHEM,G10S,G10S,,,
KSN,5,1,CHEM,G11D,CHM,,,
KSN,5,2,CHEM,G11D,CHM,,,
KSN,5,5,CHEM,G12P,G12P,,,
KWC,1,2,CHIN,G12M,G12M,,,
KWC,2,1,CLP (non-lesson),CLP,SR5,,,
KWC,2,2,CLP (non-lesson),CLP,SR5,,,
KWC,2,3,CHIN,G12M,G12M,,,
KWC,4,3,CHIN,G12M,G12M,,,
KWC,4,4,CHIN,G12M,G12M,,,
KWL,1,5,CLP (non-lesson),CLP,SR5,,,
KWL,1,6,CHIN,G8P,G8P,,,
KWL,2,1,CLP (non-lesson),CLP,SR5,,,
KWL,2,2,CLP (non-lesson),CLP,SR5,,,
KWL,2,3,CHIN,G8P,G8P,,,
KWL,2,4,CHIN,G8P,G8P,,,
KWL,2,5,CHIN,G12S,G12S,,,
KWL,3,1,CHIN,G11J,G11J,,,
KWL,3,3,CHIS,G9G,G9G,,,
KWL,3,5,CHIN,G12S,G12S,,,
KWL,3,6,CLP (non-lesson),CLP,SR5,,,
KWL,4,1,CHIN,G8P,G8P,,,
KWL,4,3,CHIN,G12S,G12S,,,
KWL,4,4,CHIN,G12S,G12S,,,
KWL,4,5,CHIN,G11J,G11J,,,
KWL,4,6,CHIN,G11J,G11J,,,
KWL,5,2,CHIN,G8P,G8P,,,
KWL,5,3,CHIN,G11J,G11J,,,
KWL,5,4,CHIS,G9T,G9T,,,
KWN,1,1,MATH,G8S,G8S,,,
KWN,1,3,MAM2,G12D,G12D,MAM2,G12P,G12D
KWN,1,3,MAM2,G12S,G12D,,,
KWN,1,6,MAM2,G11D,G11D,MAM2,G11P,G11D
KWN,1,6,MAM2,G11S,G11D,,,
KWN,2,1,MAM2,G12D,G12D,MAM2,G12P,G12D
KWN,2,1,MAM2,G12S,G12D,,,
KWN,2,3,MAM2,G11D,G11D,MAM2,G11P,G11D
KWN,2,3,MAM2,G11S,G11D,,,
KWN,2,6,MATH,G8S,G8S,,,
KWN,3,2,MATH,G8S,G8S,,,
KWN,3,3,MAM2,G12D,G12D,MAM2,G12P,G12D
KWN,3,3,MAM2,G12S,G12D,,,
KWN,4,1,MAM2,G11D,G11D,MAM2,G11P,G11D
KWN,4,1,MAM2,G11S,G11D,,,
KWN,4,4,MATH,G8S,G8S,,,
KWN,4,6,MAM2,G12D,G12D,MAM2,G12P,G12D
KWN,4,6,MAM2,G12S,G12D,,,
KWN,5,3,MAM2,G11D,G11D,MAM2,G11P,G11D
KWN,5,3,MAM2,G11S,G11D,,,
KWN,5,6,MAM2,G12D,G12D,MAM2,G12P,G12D
KWN,5,6,MAM2,G12S,G12D,,,
KY,1,1,PE,G11J,G11J,,,
KY,1,3,PE,G8J,G8J,,,
KY,1,4,PE,G7M,G7M,,,
KY,1,5,PE,G12S,G12S,,,
KY,2,1,PE,G8M,G8M,,,
KY,2,2,PE,G8J,G8J,,,
KY,3,3,PE,G7J,G7J,,,
KY,4,1,PE,G9J,G9J,,,
KY,4,2,PE,G9P,G9P,,,
KY,4,3,PE,G8M,G8M,,,
KY,4,4,PE,G9M,G9M,,,
KY,5,1,PE,G7G,G7G,,,
KY,5,6,PE,G10S,G10S,,,
LCH,1,1,ENG,G7G,G7G,,,
LCH,1,3,ELIT,G7D,G7D,,,
LCH,1,4,ELIT,G7G,G7G,,,
LCH,1,5,ENG,G8T,G8T,,,
LCH,2,1,ENG,G7G,G7G,,,
LCH,2,3,ENG,G7M,G7M,,,
LCH,3,2,ENG,G7M,G7M,,,
LCH,3,3,ELIT,G7G,G7G,,,
LCH,3,5,ENG,G8T,G8T,,,
LCH,3,6,ENG,G7G,G7G,,,
LCH,4,1,ELIT,G7D,G7D,,,
LCH,4,2,ENG,G8T,G8T,,,
LCH,4,4,ENG,G7M,G7M,,,
LCH,4,6,ENG,G7G,G7G,,,
LCH,5,3,ENG,G7M,G7M,,,
LCH,5,6,ENG,G8T,G8T,,,
LHT,1,2,ENG,G12S,G12S,,,
LHT,1,4,ENG,G11D,G11D,,,
LHT,1,5,ENG,G12D,G12D,,,
LHT,1,6,ENG,G12D,G12D,,,
LHT,2,2,ENG,G12D,G12D,,,
LHT,2,5,ENG,G11D,G11D,,,
LHT,3,1,ENG,G12S,G12S,,,
LHT,3,2,ENG,G11D,G11D,,,
LHT,5,1,ENG,G12S,G12S,,,
LHT,5,2,ENG,G12S,G12S,,,
LHT,5,4,ENG,G11D,G11D,,,
LHT,5,5,ENG,G12D,G12D,,,
LKL,1,1,CHIN,G7J,G7J,,,
LKL,1,2,CHIN,G7S,G7S,,,
LKL,1,5,CLP (non-lesson),CLP,SR5,,,
LKL,1,6,CHIN,G8D,G8D,,,
